source_id,target_id,relationship_type
CUST_000066,ACC_000000144,owns_account
CUST_000066,ACC_000000145,owns_account
CUST_000067,ACC_000000146,owns_account
CUST_000068,ACC_000000147,owns_account
CUST_000068,ACC_000000148,owns_account
CUST_000068,ACC_000000149,owns_account
CUST_000069,ACC_000000150,owns_account
CUST_000069,ACC_000000151,owns_account
CUST_000069,ACC_000000152,owns_account
CUST_000070,ACC_000000153,owns_account
CUST_000070,ACC_000000154,owns_account
CUST_000070,ACC_000000155,owns_account
CUST_000071,ACC_000000156,owns_account
CUST_000072,ACC_000000157,owns_account
CUST_000072,ACC_000000158,owns_account
CUST_000072,ACC_000000159,owns_account
CUST_000073,ACC_000000160,owns_account
CUST_000073,ACC_000000161,owns_account
CUST_000073,ACC_000000162,owns_account
CUST_000074,ACC_000000163,owns_account
CUST_000075,ACC_000000164,owns_account
CUST_000075,ACC_000000165,owns_account
CUST_000075,ACC_000000166,owns_account
CUST_000076,ACC_000000167,owns_account
CUST_000077,ACC_000000168,owns_account
CUST_000078,ACC_000000169,owns_account
CUST_000079,ACC_000000170,owns_account
CUST_000079,ACC_000000171,owns_account
CUST_000080,ACC_000000172,owns_account
CUST_000080,ACC_000000173,owns_account
CUST_000080,ACC_000000174,owns_account
CUST_000081,ACC_000000175,owns_account
CUST_000081,ACC_000000176,owns_account
CUST_000081,ACC_000000177,owns_account
CUST_000082,ACC_000000178,owns_account
CUST_000082,ACC_000000179,owns_account
CUST_000082,ACC_000000180,owns_account
CUST_000083,ACC_000000181,owns_account
CUST_000084,ACC_000000182,owns_account
CUST_000084,ACC_000000183,owns_account
CUST_000085,ACC_000000184,owns_account
CUST_000086,ACC_000000185,owns_account
CUST_000086,ACC_000000186,owns_account
CUST_000086,ACC_000000187,owns_account
CUST_000087,ACC_000000188,owns_account
CUST_000088,ACC_000000189,owns_account
CUST_000088,ACC_000000190,owns_account
CUST_000089,ACC_000000191,owns_account
CUST_000089,ACC_000000192,owns_account
CUST_000089,ACC_000000193,owns_account
CUST_000090,ACC_000000194,owns_account
CUST_000091,ACC_000000195,owns_account
CUST_000091,ACC_000000196,owns_account
CUST_000092,ACC_000000197,owns_account
CUST_000093,ACC_000000198,owns_account
CUST_000094,ACC_000000199,owns_account
CUST_000094,ACC_000000200,owns_account
CUST_000094,ACC_000000201,owns_account
CUST_000095,ACC_000000202,owns_account
CUST_000095,ACC_000000203,owns_account
CUST_000096,ACC_000000204,owns_account
CUST_000097,ACC_000000205,owns_account
CUST_000097,ACC_000000206,owns_account
CUST_000098,ACC_000000207,owns_account
CUST_000098,ACC_000000208,owns_account
CUST_000098,ACC_000000209,owns_account
CUST_000099,ACC_000000210,owns_account
CUST_000099,ACC_000000211,owns_account
CUST_000099,ACC_000000212,owns_account
CUST_000100,ACC_000000213,owns_account
CUST_000100,ACC_000000214,owns_account
CUST_000100,ACC_000000215,owns_account
CUST_000101,ACC_000000216,owns_account
CUST_000101,ACC_000000217,owns_account
CUST_000102,ACC_000000218,owns_account
CUST_000102,ACC_000000219,owns_account
CUST_000103,ACC_000000220,owns_account
CUST_000104,ACC_000000221,owns_account
CUST_000104,ACC_000000222,owns_account
CUST_000105,ACC_000000223,owns_account
CUST_000105,ACC_000000224,owns_account
CUST_000105,ACC_000000225,owns_account
CUST_000106,ACC_000000226,owns_account
CUST_000107,ACC_000000227,owns_account
CUST_000107,ACC_000000228,owns_account
CUST_000108,ACC_000000229,owns_account
CUST_000108,ACC_000000230,owns_account
CUST_000108,ACC_000000231,owns_account
CUST_000109,ACC_000000232,owns_account
CUST_000109,ACC_000000233,owns_account
CUST_000109,ACC_000000234,owns_account
CUST_000110,ACC_000000235,owns_account
CUST_000111,ACC_000000236,owns_account
CUST_000111,ACC_000000237,owns_account
CUST_000111,ACC_000000238,owns_account
CUST_000112,ACC_000000239,owns_account
CUST_000112,ACC_000000240,owns_account
CUST_000113,ACC_000000241,owns_account
CUST_000113,ACC_000000242,owns_account
CUST_000113,ACC_000000243,owns_account
CUST_000114,ACC_000000244,owns_account
CUST_000115,ACC_000000245,owns_account
CUST_000115,ACC_000000246,owns_account
CUST_000115,ACC_000000247,owns_account
CUST_000116,ACC_000000248,owns_account
CUST_000116,ACC_000000249,owns_account
CUST_000116,ACC_000000250,owns_account
CUST_000117,ACC_000000251,owns_account
CUST_000117,ACC_000000252,owns_account
CUST_000118,ACC_000000253,owns_account
CUST_000118,ACC_000000254,owns_account
CUST_000119,ACC_000000255,owns_account
CUST_000119,ACC_000000256,owns_account
CUST_000120,ACC_000000257,owns_account
CUST_000120,ACC_000000258,owns_account
CUST_000121,ACC_000000259,owns_account
CUST_000121,ACC_000000260,owns_account
CUST_000121,ACC_000000261,owns_account
CUST_000122,ACC_000000262,owns_account
CUST_000122,ACC_000000263,owns_account
CUST_000123,ACC_000000264,owns_account
CUST_000123,ACC_000000265,owns_account
CUST_000123,ACC_000000266,owns_account
CUST_000124,ACC_000000267,owns_account
CUST_000124,ACC_000000268,owns_account
CUST_000125,ACC_000000269,owns_account
CUST_000125,ACC_000000270,owns_account
CUST_000126,ACC_000000271,owns_account
CUST_000126,ACC_000000272,owns_account
CUST_000127,ACC_000000273,owns_account
CUST_000127,ACC_000000274,owns_account
CUST_000127,ACC_000000275,owns_account
CUST_000128,ACC_000000276,owns_account
CUST_000128,ACC_000000277,owns_account
CUST_000129,ACC_000000278,owns_account
CUST_000129,ACC_000000279,owns_account
CUST_000129,ACC_000000280,owns_account
CUST_000130,ACC_000000281,owns_account
CUST_000130,ACC_000000282,owns_account
CUST_000131,ACC_000000283,owns_account
CUST_000131,ACC_000000284,owns_account
CUST_000132,ACC_000000285,owns_account
CUST_000133,ACC_000000286,owns_account
CUST_000133,ACC_000000287,owns_account
CUST_000134,ACC_000000288,owns_account
CUST_000134,ACC_000000289,owns_account
CUST_000134,ACC_000000290,owns_account
CUST_000135,ACC_000000291,owns_account
CUST_000136,ACC_000000292,owns_account
CUST_000136,ACC_000000293,owns_account
CUST_000136,ACC_000000294,owns_account
CUST_000137,ACC_000000295,owns_account
CUST_000137,ACC_000000296,owns_account
CUST_000137,ACC_000000297,owns_account
CUST_000138,ACC_000000298,owns_account
CUST_000139,ACC_000000299,owns_account
CUST_000139,ACC_000000300,owns_account
CUST_000140,ACC_000000301,owns_account
CUST_000141,ACC_000000302,owns_account
CUST_000141,ACC_000000303,owns_account
CUST_000141,ACC_000000304,owns_account
CUST_000142,ACC_000000305,owns_account
CUST_000142,ACC_000000306,owns_account
CUST_000143,ACC_000000307,owns_account
CUST_000144,ACC_000000308,owns_account
CUST_000144,ACC_000000309,owns_account
CUST_000144,ACC_000000310,owns_account
CUST_000145,ACC_000000311,owns_account
CUST_000145,ACC_000000312,owns_account
CUST_000146,ACC_000000313,owns_account
CUST_000146,ACC_000000314,owns_account
CUST_000146,ACC_000000315,owns_account
CUST_000147,ACC_000000316,owns_account
CUST_000147,ACC_000000317,owns_account
CUST_000148,ACC_000000318,owns_account
CUST_000148,ACC_000000319,owns_account
CUST_000149,ACC_000000320,owns_account
CUST_000150,ACC_000000321,owns_account
CUST_000150,ACC_000000322,owns_account
CUST_000151,ACC_000000323,owns_account
CUST_000151,ACC_000000324,owns_account
CUST_000151,ACC_000000325,owns_account
CUST_000152,ACC_000000326,owns_account
CUST_000152,ACC_000000327,owns_account
CUST_000153,ACC_000000328,owns_account
CUST_000153,ACC_000000329,owns_account
CUST_000153,ACC_000000330,owns_account
CUST_000154,ACC_000000331,owns_account
CUST_000154,ACC_000000332,owns_account
CUST_000155,ACC_000000333,owns_account
CUST_000155,ACC_000000334,owns_account
CUST_000156,ACC_000000335,owns_account
CUST_000157,ACC_000000336,owns_account
CUST_000157,ACC_000000337,owns_account
CUST_000158,ACC_000000338,owns_account
CUST_000158,ACC_000000339,owns_account
CUST_000159,ACC_000000340,owns_account
CUST_000159,ACC_000000341,owns_account
CUST_000159,ACC_000000342,owns_account
CUST_000160,ACC_000000343,owns_account
CUST_000160,ACC_000000344,owns_account
CUST_000160,ACC_000000345,owns_account
CUST_000161,ACC_000000346,owns_account
CUST_000161,ACC_000000347,owns_account
CUST_000161,ACC_000000348,owns_account
CUST_000162,ACC_000000349,owns_account
CUST_000162,ACC_000000350,owns_account
CUST_000163,ACC_000000351,owns_account
CUST_000163,ACC_000000352,owns_account
CUST_000163,ACC_000000353,owns_account
CUST_000164,ACC_000000354,owns_account
CUST_000164,ACC_000000355,owns_account
CUST_000164,ACC_000000356,owns_account
CUST_000165,ACC_000000357,owns_account
CUST_000165,ACC_000000358,owns_account
CUST_000166,ACC_000000359,owns_account
CUST_000166,ACC_000000360,owns_account
CUST_000166,ACC_000000361,owns_account
CUST_000167,ACC_000000362,owns_account
CUST_000168,ACC_000000363,owns_account
CUST_000169,ACC_000000364,owns_account
CUST_000169,ACC_000000365,owns_account
CUST_000169,ACC_000000366,owns_account
CUST_000170,ACC_000000367,owns_account
CUST_000170,ACC_000000368,owns_account
CUST_000170,ACC_000000369,owns_account
CUST_000171,ACC_000000370,owns_account
CUST_000171,ACC_000000371,owns_account
CUST_000171,ACC_000000372,owns_account
CUST_000172,ACC_000000373,owns_account
CUST_000172,ACC_000000374,owns_account
CUST_000173,ACC_000000375,owns_account
CUST_000174,ACC_000000376,owns_account
CUST_000175,ACC_000000377,owns_account
CUST_000175,ACC_000000378,owns_account
CUST_000175,ACC_000000379,owns_account
CUST_000176,ACC_000000380,owns_account
CUST_000176,ACC_000000381,owns_account
CUST_000176,ACC_000000382,owns_account
CUST_000177,ACC_000000383,owns_account
CUST_000177,ACC_000000384,owns_account
CUST_000178,ACC_000000385,owns_account
CUST_000178,ACC_000000386,owns_account
CUST_000179,ACC_000000387,owns_account
CUST_000180,ACC_000000388,owns_account
CUST_000180,ACC_000000389,owns_account
CUST_000181,ACC_000000390,owns_account
CUST_000182,ACC_000000391,owns_account
CUST_000182,ACC_000000392,owns_account
CUST_000182,ACC_000000393,owns_account
CUST_000183,ACC_000000394,owns_account
CUST_000183,ACC_000000395,owns_account
CUST_000183,ACC_000000396,owns_account
CUST_000184,ACC_000000397,owns_account
CUST_000185,ACC_000000398,owns_account
CUST_000185,ACC_000000399,owns_account
CUST_000185,ACC_000000400,owns_account
CUST_000186,ACC_000000401,owns_account
CUST_000186,ACC_000000402,owns_account
CUST_000187,ACC_000000403,owns_account
CUST_000187,ACC_000000404,owns_account
CUST_000187,ACC_000000405,owns_account
CUST_000188,ACC_000000406,owns_account
CUST_000188,ACC_000000407,owns_account
CUST_000188,ACC_000000408,owns_account
CUST_000189,ACC_000000409,owns_account
CUST_000190,ACC_000000410,owns_account
CUST_000190,ACC_000000411,owns_account
CUST_000191,ACC_000000412,owns_account
CUST_000191,ACC_000000413,owns_account
CUST_000192,ACC_000000414,owns_account
CUST_000192,ACC_000000415,owns_account
CUST_000192,ACC_000000416,owns_account
CUST_000193,ACC_000000417,owns_account
CUST_000193,ACC_000000418,owns_account
CUST_000193,ACC_000000419,owns_account
CUST_000194,ACC_000000420,owns_account
CUST_000194,ACC_000000421,owns_account
CUST_000195,ACC_000000422,owns_account
CUST_000195,ACC_000000423,owns_account
CUST_000196,ACC_000000424,owns_account
CUST_000197,ACC_000000425,owns_account
CUST_000197,ACC_000000426,owns_account
CUST_000197,ACC_000000427,owns_account
CUST_000198,ACC_000000428,owns_account
CUST_000198,ACC_000000429,owns_account
CUST_000198,ACC_000000430,owns_account
CUST_000199,ACC_000000431,owns_account
CUST_000199,ACC_000000432,owns_account
CUST_000200,ACC_000000433,owns_account
CUST_000201,ACC_000000434,owns_account
CUST_000201,ACC_000000435,owns_account
CUST_000202,ACC_000000436,owns_account
CUST_000202,ACC_000000437,owns_account
CUST_000202,ACC_000000438,owns_account
CUST_000203,ACC_000000439,owns_account
CUST_000203,ACC_000000440,owns_account
CUST_000203,ACC_000000441,owns_account
CUST_000204,ACC_000000442,owns_account
CUST_000204,ACC_000000443,owns_account
CUST_000204,ACC_000000444,owns_account
CUST_000205,ACC_000000445,owns_account
CUST_000205,ACC_000000446,owns_account
CUST_000205,ACC_000000447,owns_account
CUST_000206,ACC_000000448,owns_account
CUST_000207,ACC_000000449,owns_account
CUST_000207,ACC_000000450,owns_account
CUST_000207,ACC_000000451,owns_account
CUST_000208,ACC_000000452,owns_account
CUST_000208,ACC_000000453,owns_account
CUST_000209,ACC_000000454,owns_account
CUST_000210,ACC_000000455,owns_account
CUST_000211,ACC_000000456,owns_account
CUST_000211,ACC_000000457,owns_account
CUST_000211,ACC_000000458,owns_account
CUST_000212,ACC_000000459,owns_account
CUST_000213,ACC_000000460,owns_account
CUST_000213,ACC_000000461,owns_account
CUST_000213,ACC_000000462,owns_account
CUST_000214,ACC_000000463,owns_account
CUST_000215,ACC_000000464,owns_account
CUST_000216,ACC_000000465,owns_account
CUST_000216,ACC_000000466,owns_account
CUST_000217,ACC_000000467,owns_account
CUST_000217,ACC_000000468,owns_account
CUST_000218,ACC_000000469,owns_account
CUST_000218,ACC_000000470,owns_account
CUST_000219,ACC_000000471,owns_account
CUST_000220,ACC_000000472,owns_account
CUST_000220,ACC_000000473,owns_account
CUST_000221,ACC_000000474,owns_account
CUST_000221,ACC_000000475,owns_account
CUST_000222,ACC_000000476,owns_account
CUST_000222,ACC_000000477,owns_account
CUST_000223,ACC_000000478,owns_account
CUST_000224,ACC_000000479,owns_account
CUST_000224,ACC_000000480,owns_account
CUST_000224,ACC_000000481,owns_account
CUST_000225,ACC_000000482,owns_account
CUST_000225,ACC_000000483,owns_account
CUST_000226,ACC_000000484,owns_account
CUST_000227,ACC_000000485,owns_account
CUST_000228,ACC_000000486,owns_account
CUST_000228,ACC_000000487,owns_account
CUST_000228,ACC_000000488,owns_account
CUST_000229,ACC_000000489,owns_account
CUST_000229,ACC_000000490,owns_account
CUST_000230,ACC_000000491,owns_account
CUST_000231,ACC_000000492,owns_account
CUST_000232,ACC_000000493,owns_account
CUST_000233,ACC_000000494,owns_account
CUST_000233,ACC_000000495,owns_account
CUST_000233,ACC_000000496,owns_account
CUST_000234,ACC_000000497,owns_account
CUST_000234,ACC_000000498,owns_account
CUST_000235,ACC_000000499,owns_account
CUST_000236,ACC_000000500,owns_account
CUST_000237,ACC_000000501,owns_account
CUST_000238,ACC_000000502,owns_account
CUST_000239,ACC_000000503,owns_account
CUST_000239,ACC_000000504,owns_account
CUST_000240,ACC_000000505,owns_account
CUST_000240,ACC_000000506,owns_account
CUST_000241,ACC_000000507,owns_account
CUST_000242,ACC_000000508,owns_account
CUST_000243,ACC_000000509,owns_account
CUST_000244,ACC_000000510,owns_account
CUST_000244,ACC_000000511,owns_account
CUST_000244,ACC_000000512,owns_account
CUST_000245,ACC_000000513,owns_account
CUST_000245,ACC_000000514,owns_account
CUST_000245,ACC_000000515,owns_account
CUST_000246,ACC_000000516,owns_account
CUST_000246,ACC_000000517,owns_account
CUST_000246,ACC_000000518,owns_account
CUST_000247,ACC_000000519,owns_account
CUST_000248,ACC_000000520,owns_account
CUST_000248,ACC_000000521,owns_account
CUST_000248,ACC_000000522,owns_account
CUST_000249,ACC_000000523,owns_account
CUST_000249,ACC_000000524,owns_account
CUST_000250,ACC_000000525,owns_account
CUST_000250,ACC_000000526,owns_account
CUST_000250,ACC_000000527,owns_account
CUST_000251,ACC_000000528,owns_account
CUST_000252,ACC_000000529,owns_account
CUST_000252,ACC_000000530,owns_account
CUST_000253,ACC_000000531,owns_account
CUST_000254,ACC_000000532,owns_account
CUST_000254,ACC_000000533,owns_account
CUST_000255,ACC_000000534,owns_account
CUST_000255,ACC_000000535,owns_account
CUST_000255,ACC_000000536,owns_account
CUST_000256,ACC_000000537,owns_account
CUST_000256,ACC_000000538,owns_account
CUST_000256,ACC_000000539,owns_account
CUST_000257,ACC_000000540,owns_account
CUST_000257,ACC_000000541,owns_account
CUST_000258,ACC_000000542,owns_account
CUST_000258,ACC_000000543,owns_account
CUST_000259,ACC_000000544,owns_account
CUST_000260,ACC_000000545,owns_account
CUST_000260,ACC_000000546,owns_account
CUST_000261,ACC_000000547,owns_account
CUST_000262,ACC_000000548,owns_account
CUST_000262,ACC_000000549,owns_account
CUST_000263,ACC_000000550,owns_account
CUST_000263,ACC_000000551,owns_account
CUST_000264,ACC_000000552,owns_account
CUST_000264,ACC_000000553,owns_account
CUST_000264,ACC_000000554,owns_account
CUST_000265,ACC_000000555,owns_account
CUST_000265,ACC_000000556,owns_account
CUST_000265,ACC_000000557,owns_account
CUST_000266,ACC_000000558,owns_account
CUST_000267,ACC_000000559,owns_account
CUST_000268,ACC_000000560,owns_account
CUST_000269,ACC_000000561,owns_account
CUST_000269,ACC_000000562,owns_account
CUST_000270,ACC_000000563,owns_account
CUST_000270,ACC_000000564,owns_account
CUST_000271,ACC_000000565,owns_account
CUST_000272,ACC_000000566,owns_account
CUST_000272,ACC_000000567,owns_account
CUST_000273,ACC_000000568,owns_account
CUST_000273,ACC_000000569,owns_account
CUST_000273,ACC_000000570,owns_account
CUST_000274,ACC_000000571,owns_account
CUST_000274,ACC_000000572,owns_account
CUST_000275,ACC_000000573,owns_account
CUST_000275,ACC_000000574,owns_account
CUST_000275,ACC_000000575,owns_account
CUST_000276,ACC_000000576,owns_account
CUST_000277,ACC_000000577,owns_account
CUST_000277,ACC_000000578,owns_account
CUST_000278,ACC_000000579,owns_account
CUST_000279,ACC_000000580,owns_account
CUST_000279,ACC_000000581,owns_account
CUST_000279,ACC_000000582,owns_account
CUST_000280,ACC_000000583,owns_account
CUST_000281,ACC_000000584,owns_account
CUST_000281,ACC_000000585,owns_account
CUST_000281,ACC_000000586,owns_account
CUST_000282,ACC_000000587,owns_account
CUST_000282,ACC_000000588,owns_account
CUST_000282,ACC_000000589,owns_account
CUST_000283,ACC_000000590,owns_account
CUST_000284,ACC_000000591,owns_account
CUST_000284,ACC_000000592,owns_account
CUST_000284,ACC_000000593,owns_account
CUST_000285,ACC_000000594,owns_account
CUST_000286,ACC_000000595,owns_account
CUST_000287,ACC_000000596,owns_account
CUST_000288,ACC_000000597,owns_account
CUST_000288,ACC_000000598,owns_account
CUST_000288,ACC_000000599,owns_account
CUST_000289,ACC_000000600,owns_account
CUST_000289,ACC_000000601,owns_account
CUST_000289,ACC_000000602,owns_account
CUST_000290,ACC_000000603,owns_account
CUST_000290,ACC_000000604,owns_account
CUST_000291,ACC_000000605,owns_account
CUST_000292,ACC_000000606,owns_account
CUST_000293,ACC_000000607,owns_account
CUST_000294,ACC_000000608,owns_account
CUST_000295,ACC_000000609,owns_account
CUST_000296,ACC_000000610,owns_account
CUST_000297,ACC_000000611,owns_account
CUST_000298,ACC_000000612,owns_account
CUST_000298,ACC_000000613,owns_account
CUST_000299,ACC_000000614,owns_account
CUST_000299,ACC_000000615,owns_account
CUST_000300,ACC_000000616,owns_account
CUST_000301,ACC_000000617,owns_account
CUST_000302,ACC_000000618,owns_account
CUST_000302,ACC_000000619,owns_account
CUST_000303,ACC_000000620,owns_account
CUST_000303,ACC_000000621,owns_account
CUST_000304,ACC_000000622,owns_account
CUST_000305,ACC_000000623,owns_account
CUST_000306,ACC_000000624,owns_account
CUST_000306,ACC_000000625,owns_account
CUST_000307,ACC_000000626,owns_account
CUST_000307,ACC_000000627,owns_account
CUST_000308,ACC_000000628,owns_account
CUST_000309,ACC_000000629,owns_account
CUST_000309,ACC_000000630,owns_account
CUST_000310,ACC_000000631,owns_account
CUST_000311,ACC_000000632,owns_account
CUST_000311,ACC_000000633,owns_account
CUST_000311,ACC_000000634,owns_account
CUST_000312,ACC_000000635,owns_account
CUST_000313,ACC_000000636,owns_account
CUST_000314,ACC_000000637,owns_account
CUST_000315,ACC_000000638,owns_account
CUST_000315,ACC_000000639,owns_account
CUST_000316,ACC_000000640,owns_account
CUST_000317,ACC_000000641,owns_account
CUST_000318,ACC_000000642,owns_account
CUST_000318,ACC_000000643,owns_account
CUST_000319,ACC_000000644,owns_account
CUST_000319,ACC_000000645,owns_account
CUST_000319,ACC_000000646,owns_account
CUST_000320,ACC_000000647,owns_account
CUST_000320,ACC_000000648,owns_account
CUST_000320,ACC_000000649,owns_account
CUST_000321,ACC_000000650,owns_account
CUST_000321,ACC_000000651,owns_account
CUST_000322,ACC_000000652,owns_account
CUST_000323,ACC_000000653,owns_account
CUST_000323,ACC_000000654,owns_account
CUST_000323,ACC_000000655,owns_account
CUST_000324,ACC_000000656,owns_account
CUST_000324,ACC_000000657,owns_account
CUST_000324,ACC_000000658,owns_account
CUST_000325,ACC_000000659,owns_account
CUST_000325,ACC_000000660,owns_account
CUST_000326,ACC_000000661,owns_account
CUST_000326,ACC_000000662,owns_account
CUST_000326,ACC_000000663,owns_account
CUST_000327,ACC_000000664,owns_account
CUST_000327,ACC_000000665,owns_account
CUST_000327,ACC_000000666,owns_account
CUST_000328,ACC_000000667,owns_account
CUST_000328,ACC_000000668,owns_account
CUST_000329,ACC_000000669,owns_account
CUST_000329,ACC_000000670,owns_account
CUST_000329,ACC_000000671,owns_account
CUST_000330,ACC_000000672,owns_account
CUST_000331,ACC_000000673,owns_account
CUST_000331,ACC_000000674,owns_account
CUST_000332,ACC_000000675,owns_account
CUST_000333,ACC_000000676,owns_account
CUST_000334,ACC_000000677,owns_account
CUST_000334,ACC_000000678,owns_account
CUST_000335,ACC_000000679,owns_account
CUST_000335,ACC_000000680,owns_account
CUST_000335,ACC_000000681,owns_account
CUST_000336,ACC_000000682,owns_account
CUST_000336,ACC_000000683,owns_account
CUST_000337,ACC_000000684,owns_account
CUST_000337,ACC_000000685,owns_account
CUST_000337,ACC_000000686,owns_account
CUST_000338,ACC_000000687,owns_account
CUST_000339,ACC_000000688,owns_account
CUST_000339,ACC_000000689,owns_account
CUST_000339,ACC_000000690,owns_account
CUST_000340,ACC_000000691,owns_account
CUST_000341,ACC_000000692,owns_account
CUST_000342,ACC_000000693,owns_account
CUST_000343,ACC_000000694,owns_account
CUST_000343,ACC_000000695,owns_account
CUST_000344,ACC_000000696,owns_account
CUST_000344,ACC_000000697,owns_account
CUST_000344,ACC_000000698,owns_account
